8725655805,35.142722,135.838394
8736858327,35.016311,135.795888
8736858349,35.016325,135.795905
8737857946,35.021833,135.794327
8737857846,35.020788,135.793947
8737857672,35.018902,135.794533
8737857826,35.020041,135.793897
8736736541,35.02173,135.794308
8737857812,35.02018,135.793919
8737857596,35.016822,135.795997
8736736341,35.019475,135.794108
8736736479,35.02078,135.793922
8737857558,35.020783,135.794077
8737857766,35.020002,135.793913
8736736321,35.019425,135.794136
8737596456,35.0226,135.795163
8736475175,35.025558,135.795833
8736475861,35.025611,135.7958
8737596402,35.022594,135.795169
8737596500,35.022577,135.795219
8737596964,35.025361,135.795947
8736475825,35.025388,135.795936
8736475417,35.023122,135.795805
8737596790,35.024169,135.796438
8737596710,35.023936,135.796358
8736475407,35.022636,135.795186
8737596590,35.023155,135.795838
8736475061,35.022574,135.795069
8737369238,35.0258,135.795713
8737370656,35.027461,135.794358
8737370026,35.02698,135.795283
8736248349,35.025891,135.795591
8736249553,35.027538,135.794327
8736248803,35.026977,135.795283
8737370866,35.027702,135.793408
8736249443,35.02735,135.7951
8737369138,35.025744,135.795733
8736248843,35.027022,135.795305
8736248547,35.02655,135.795461
8737370824,35.027608,135.793622
8736249023,35.027075,135.795186
8736249745,35.027516,135.793988
8736249389,35.027283,135.795063
8736248589,35.02655,135.795438
8734615381,35.011886,135.783075
8734621421,35.011252,135.78213
8735314264,35.028061,135.7916
8734193925,35.027769,135.792555
8734194009,35.027819,135.792519
8735313254,35.027699,135.793169
8734194171,35.027861,135.792483
8735314030,35.027911,135.791755
8734194387,35.027891,135.791869
8734193741,35.027738,135.793194
8735313372,35.027683,135.792625
8734194273,35.02783,135.792241
8735313778,35.027877,135.79205
8734193981,35.027658,135.792661
8734194715,35.02793,135.791619
8735313096,35.027686,135.793369
8735313178,35.027738,135.793172
8735313214,35.027699,135.793199
8733537053,34.227606,135.171489
8730709853,35.011727,135.782255
8731368142,35.011913,135.7851
8729844095,34.835751,134.691846
8728396424,43.102854,141.317138
8726992329,41.790828,140.742073
8726980043,41.790828,140.742073
8728010936,34.6577,135.431708
8728010954,34.657127,135.4316
8728011018,34.657286,135.431611
8727799706,35.01055,135.602594
8726681455,35.01055,135.602583
8726680497,35.010791,135.602472
8726681717,35.010738,135.602916
8726681513,35.010586,135.602494
8726680801,35.0108,135.602502
8726681653,35.010744,135.602808
8727799062,35.010797,135.602505
8726681631,35.010694,135.60258
8726549463,35.013519,135.606991
8727669638,35.013344,135.607091
8726549677,35.019913,135.613105
8727669668,35.013294,135.607072
8727669818,35.021311,135.622055
8724975867,40.600398,140.450592
8726094746,40.609782,140.473937
8726061574,35.017038,135.670344
8726061682,35.017122,135.670316
8726061568,35.017055,135.670447
8724944287,35.017097,135.670483
8724256199,35.016625,135.672711
8724256377,35.017091,135.672327
8724256243,35.01653,135.672647
8725375152,35.016766,135.672738
8725159984,34.657688,135.432538
8724038379,34.657488,135.431986
8724039571,34.658002,135.432586
8725159228,34.657452,135.432333
